dataset,hardness_metric,random_seed,weighting_strategy,Bottleneck_H0_mean,Bottleneck_H0_std,Bottleneck_H1_mean,Bottleneck_H1_std,Wasserstein_H0_mean,Wasserstein_H0_std,Wasserstein_H1_mean,Wasserstein_H1_std
Hypothyroid,Baseline,116740,static,1.6724913120269775,0.0,0.323656956354777,0.0699294890912952,41.06969053640271,3.819345549879114,4.544380658296702,0.5084591683221268
NewThyroid2,kDN,116740,self_paced,1.1149239937464397,0.3669474221827111,0.1019092996915181,0.0144551246994975,8.15053263825947,0.160573753829277,0.2243586819754256,0.0801855035475957
NewThyroid2,kDN,26226,curriculum,1.26787265141805,0.0994408810060172,0.1029958923657735,0.0383377714163717,10.722254968716918,1.8136908518316543,0.5206633532040816,0.3383656182020991
NewThyroid2,kDN,26226,static,1.3081064621607463,0.0864170192213529,0.1187941109140714,0.0926875839585378,10.982187738127786,2.80738222158718,0.5144950688502217,0.4156309929376763
NewThyroid2,kDN,26226,self_paced,1.26787265141805,0.0994408810060172,0.0798429250717163,0.0646531646553206,9.575832604412662,1.0801622997370788,0.2708760216996416,0.2075611375907889
NewThyroid2,DS,670488,curriculum,1.127736250559489,0.1148065818185511,0.1574285229047139,0.0087504724920338,12.09409615963036,0.0372304669574768,0.6045931104328596,0.0450937184268943
BCWDD,kDN,670488,curriculum,1.4729505777359009,0.1401343212467991,0.4422279993693034,0.0077569194423123,81.36117047661078,13.138213788005116,5.692561632045508,1.121873791728073
NewThyroid2,DS,670488,static,1.1908492247263591,0.1771345562324119,0.1960813204447428,0.0523454913079561,11.00519352006828,0.6533900950764316,0.5632603458621399,0.0537207598854265
BCWDD,kDN,670488,static,1.5034510294596355,0.1199134788054814,0.444957693417867,0.0295509196278299,68.20127531359428,7.132800213007586,4.296732751532176,1.0279035246220407
NewThyroid2,DS,670488,self_paced,1.208962877591451,0.0001305428387877,0.1574285229047139,0.0087504724920338,11.276119337889948,1.090338463887994,0.637696599220824,0.0575308937732849
NewThyroid2,DS,116740,curriculum,1.1763569116592407,0.2305628174922994,0.1587823629379272,0.0354900909633864,11.905840909356456,1.3183468508766472,0.4198521359073613,0.1175368981244997
BCWDD,kDN,670488,self_paced,1.294640382130941,0.0780872451776978,0.4671152035395304,0.0415558702836725,54.07508931483759,12.707029221159384,5.834805159076249,2.080056318224211
NewThyroid2,DS,116740,static,1.045996864636739,0.3600729836249933,0.147290825843811,0.0547286943157601,10.02314578187176,1.096476100075117,0.3020538157107874,0.1474266225066479
BCWDD,kDN,116740,curriculum,1.6726897954940796,0.1550254272005652,0.5008778969446818,0.0184511584038648,87.6920258493218,4.084516860373712,6.903153229038112,0.7031514116506061
NewThyroid2,DS,116740,self_paced,1.2849299907684326,0.2033065466061153,0.1247687538464864,0.0431999468104045,11.563638562017196,1.3835546240108287,0.2633968210870045,0.1332327889811272
NewThyroid2,DS,26226,curriculum,1.3081064621607463,0.0864170192213529,0.1186386620004971,0.074013624148721,9.139648561451729,1.221769741230317,0.2564762330484119,0.1944131558430818
BCWDD,kDN,116740,static,1.5100582043329875,0.255978808710359,0.489761749903361,0.0027823054633353,73.41632576218575,6.062803783448881,4.962668733218474,1.0215501790088972
NewThyroid2,DS,26226,static,1.1975573301315308,0.0,0.1184020241101582,0.0503799808746933,11.153126899344002,1.5886176073939935,0.469567353713392,0.2827963391818953
BCWDD,kDN,116740,self_paced,1.4875761270523071,0.190037399355668,0.5092349449793497,0.0768093306079008,71.33832503228415,3.8010264201929,8.903939920640468,0.391968973531039
NewThyroid2,DS,26226,self_paced,1.1058724721272786,0.1296619696538647,0.2079960107803344,0.0318800448010342,12.223319112568923,0.9332882432102112,0.9042251629598548,0.2108292665825228
Hypothyroid,Baseline,26226,static,1.697067817052205,0.0505176059957436,0.2741547226905823,0.0041994196814336,48.10389597804096,0.9675591816941465,4.438154022183276,0.1051769667546607
NewThyroid2,DCP,670488,curriculum,1.3455158472061155,0.0973324187869643,0.1960813204447428,0.0523454913079561,8.641848438580109,1.2749103205774055,0.5488125818044743,0.099541280139834
BCWDD,kDN,26226,curriculum,1.545663555463155,0.036726651400797,0.5319941639900208,0.0673907411909945,83.72699195187256,3.609178161652289,5.928221137975449,1.040001869148426
NewThyroid2,DCP,670488,static,1.2011762460072837,0.1895034075909243,0.1906647086143493,0.055753537084151,12.0861320354447,0.5790940977860679,0.5866828642320123,0.0238869703986718
BCWDD,kDN,26226,static,1.5043797492980957,0.095110769985806,0.4427690505981445,0.0178240268898312,78.22250948300886,8.031502152199193,5.510520380925851,1.309655650050482
NewThyroid2,DCP,670488,self_paced,1.208962877591451,0.0001305428387877,0.1722773313522339,0.0723494659621397,10.56398496190618,0.7920778770035386,0.517329908027913,0.1282482213284513
NewThyroid2,DCP,116740,curriculum,1.171039581298828,0.2230429767809857,0.1587823629379272,0.0354900909633864,10.666972224099462,0.9771760047960694,0.5439708291167653,0.2408630126536082
BCWDD,kDN,26226,self_paced,1.435733477274577,0.0824025235164725,0.5136030117670695,0.0102471064596284,72.87478125655942,4.200036792199415,7.970381665483473,1.193711034569286
NewThyroid2,DCP,116740,static,1.1763569116592407,0.2305628174922994,0.1723861098289489,0.0480879423402963,12.46697224647069,1.2284108338195665,0.4507093328908342,0.1580178333596562
BCWDD,DS,670488,curriculum,1.10197917620341,0.1533698687234591,0.4778323570887248,0.0263269795821811,46.218387927201206,8.463571496244985,5.275284850115995,1.1405883681878162
NewThyroid2,DCP,116740,self_paced,1.1068170269330342,0.2924129458024369,0.1359229087829589,0.0340195070156416,11.766711094365805,2.002446323137606,0.3674324373699649,0.1658959294282161
NewThyroid2,DCP,26226,curriculum,1.26787265141805,0.0994408810060172,0.1458046833674113,0.0120958645436365,9.95871620164142,0.6229812828264707,0.6259425895215783,0.0640193893006088
BCWDD,DS,670488,static,1.2514179547627766,0.1295185004632766,0.4466835459073384,0.0556619138011519,75.03787919297544,3.331796828074846,8.87145052356258,0.8745766164291731
NewThyroid2,DCP,26226,static,1.26787265141805,0.0994408810060172,0.1190375176568826,0.0923851683733199,10.93810171468389,2.165058989370078,0.4807370474074168,0.3804266653390585
BCWDD,DS,670488,self_paced,1.3130298852920532,0.1835868211715259,0.4337396224339803,0.0848996122185482,55.16361412496142,9.816905457245031,6.6280447865557655,1.289816338981555
NewThyroid2,DCP,26226,self_paced,1.26787265141805,0.0994408810060172,0.1038154562314351,0.0457257026958609,10.643716432219524,1.094635707179039,0.3834778391845901,0.196960030455392
NewThyroid2,TD_P,670488,curriculum,1.272075851758321,0.0891246811897027,0.1512410044670105,0.0,11.492818200993336,0.7173090869029832,0.5689229523275663,0.0493599315166093
BCWDD,DS,116740,curriculum,1.3559696674346924,0.2422566869461486,0.4556164542833964,0.0387945344864488,59.95469743026998,14.284429446913515,8.251714130219627,2.694149347849258
NewThyroid2,TD_P,670488,static,1.272075851758321,0.0891246811897027,0.1645222902297973,0.0187825744514858,11.6201637773748,0.7408242640871919,0.6279701058160431,0.0448945507480422
NewThyroid2,TD_P,670488,self_paced,1.127736250559489,0.1148065818185511,0.132853627204895,0.0260036783005543,11.975687232131245,1.054548860033268,0.5341668680483027,0.1162617417215165
BCWDD,DS,116740,static,1.5731406609217329,0.2231942783262151,0.7191027998924255,0.262090216412927,61.10366806692406,11.797785364183072,7.182779513499324,2.6016447177847093
NewThyroid2,TD_P,116740,curriculum,1.0408388177553811,0.2049608913841014,0.1359229087829589,0.0340195070156416,10.76181835918964,1.470991102802263,0.3919692753895574,0.1464482000174672
BCWDD,DS,116740,self_paced,1.381244957447052,0.2917482070272504,0.4559655090173085,0.0764542049946011,65.39862725847722,4.856758886894199,7.522853372875591,0.889136711011341
NewThyroid2,TD_P,116740,static,1.2849299907684326,0.2033065466061153,0.1247687538464864,0.0431999468104045,10.782692527448315,1.1890212368997803,0.2977720734675984,0.1536489562943454
NewThyroid2,TD_P,116740,self_paced,1.1763569116592407,0.2305628174922994,0.1587823629379272,0.0354900909633864,11.97415838533731,1.2068607889095044,0.4051346847027866,0.1419197155196871
BCWDD,DS,26226,curriculum,1.569735010464986,0.0026844732711538,0.4729119340578715,0.0482351978447092,65.30359952589036,8.485364395571072,7.276592086761077,2.0552671147295327
NewThyroid2,TD_P,26226,curriculum,1.1975573301315308,0.0,0.1464526454607645,0.0652248949091527,12.206465649432564,1.2574213401057404,0.6856970250799845,0.3475842441023219
BCWDD,DS,26226,static,1.3962401549021404,0.1175793352378434,0.4827314813931783,0.0928897404467043,66.4879007226927,6.976392852716776,6.242942097476168,0.6872216225206224
NewThyroid2,TD_P,26226,static,1.26787265141805,0.0994408810060172,0.1134057839711507,0.0489868669495544,10.752927315430748,1.157467856550648,0.3875617458769875,0.2012612529380298
NewThyroid2,TD_P,26226,self_paced,1.26787265141805,0.0994408810060172,0.1189138094584147,0.0373657863241629,10.54760819634359,0.3060826196329825,0.3996386829734054,0.1243381152216875
BCWDD,DS,26226,self_paced,1.569735010464986,0.0026844732711538,0.5643479824066162,0.047714308142451,63.06442296589383,8.318285076453396,8.049138976364317,2.518896318569935
NewThyroid2,TD_U,670488,curriculum,1.2600181301434834,0.2177784863418452,0.2039459943771362,0.0491329526815015,11.197241252956124,0.1798784909931299,0.554789770591067,0.0499531950924349
BCWDD,DCP,670488,curriculum,1.4327117602030437,0.151395641395481,0.3954830169677734,0.0495310065364066,86.24129707916211,15.207702039795144,5.925712589162217,1.3710295949511475
NewThyroid2,TD_U,670488,static,1.053601900736491,0.2530866811048729,0.1645222902297973,0.0187825744514858,11.486734616906952,0.7414426064640823,0.5566421456565451,0.0462465233314811
NewThyroid2,TD_U,670488,self_paced,1.2086893717447915,0.3440980542067438,0.1906647086143493,0.055753537084151,11.925814570453284,0.98624325003112,0.5734991710890633,0.0319197557887166
BCWDD,DCP,670488,static,1.4700762430826824,0.2382612484497032,0.5040230552355448,0.0894054419594892,85.97648113081478,11.974601752139472,6.897982527222251,1.9650990931664336
NewThyroid2,TD_U,116740,curriculum,1.2849299907684326,0.2033065466061153,0.1137628157933553,0.0552585664475964,10.576552250951693,1.087704131559969,0.2645624606712021,0.1522309312398288
BCWDD,DCP,670488,self_paced,1.1272493203481038,0.1927119718932642,0.4288127422332763,0.0504436986747779,30.423068670955008,6.301223678233496,3.5756504077609303,0.7956026027378404
NewThyroid2,TD_U,116740,static,1.0418511033058169,0.3519623116590202,0.1723861098289489,0.0480879423402963,12.027565455260634,0.8973367154986263,0.4204731591834572,0.1431094604818636
NewThyroid2,TD_U,116740,self_paced,1.1068170269330342,0.2924129458024369,0.110827624797821,0.0031619408689842,10.97906457666317,0.9476144677701004,0.2321446062781006,0.0421217962500261
BCWDD,DCP,116740,curriculum,1.5000539620717366,0.0838480038526836,0.5070417920748392,0.0393038013241921,91.01839955397128,8.473027832498648,7.0247790520619295,1.8292016912769653
NewThyroid2,TD_U,26226,curriculum,1.26787265141805,0.0994408810060172,0.1340915560722351,0.0743913584671133,10.515564073942224,1.3229379129347016,0.5055396941857961,0.3389221617939273
BCWDD,DCP,116740,static,1.556881070137024,0.1163802649095426,0.6032023231188456,0.1747777598288115,98.47336681923883,7.501978859941247,7.691630001438672,1.531045732350096
NewThyroid2,TD_U,26226,static,1.26787265141805,0.0994408810060172,0.1267014145851135,0.0473089178751011,9.935984892663308,0.315356118654215,0.288183305427039,0.0954620602925202
NewThyroid2,TD_U,26226,self_paced,1.217270851135254,0.0367235072470073,0.1683472792307535,0.0439759093446708,11.408412653595157,1.0586943546360257,0.760170952452881,0.150010654365658
BCWDD,DCP,116740,self_paced,1.6562014818191528,0.1845293511406522,0.4364419380823771,0.061628341756017,70.90822987383079,5.896005890499367,8.194649454503642,0.8239301192543114
NewThyroid2,CL,670488,curriculum,1.208962877591451,0.0001305428387877,0.132853627204895,0.0260036783005543,10.63911198959432,1.296750467286924,0.5060860929543662,0.1323744755397969
BCWDD,DCP,26226,curriculum,1.5083366632461548,0.0980285942651672,0.4184768199920654,0.0331379979274634,81.9020978993077,8.806491335134156,5.9072817898695895,1.78119433433304
NewThyroid2,CL,670488,static,1.127736250559489,0.1148065818185511,0.1512410044670105,0.0,12.026232240092863,0.4376301649741281,0.5755180841580764,0.0127801171045242
NewThyroid2,CL,670488,self_paced,1.127736250559489,0.1148065818185511,0.1906647086143493,0.055753537084151,11.781071245035498,0.1266846892614076,0.5655798730842755,0.0155571539129047
BCWDD,DCP,26226,static,1.571633219718933,0.0,0.4839104215304057,0.0635592761513961,93.19343864380436,6.163556529276379,7.027341071176973,1.2901338492364636
NewThyroid2,CL,116740,curriculum,1.1763569116592407,0.2305628174922994,0.1336870789527893,0.0354900909633864,11.506487867412984,1.5258707022079832,0.2874472844747811,0.1318850150544624
BCWDD,DCP,26226,self_paced,1.552516261736552,0.02703546125,0.46319313844045,0.033735276810924,63.83281415188324,3.272091710522232,5.512856412043849,0.3190232542546605
NewThyroid2,CL,116740,static,1.1763569116592407,0.2305628174922994,0.1587823629379272,0.0354900909633864,11.649044167467473,1.8992207805169063,0.3827950461897642,0.1237207040336997
NewThyroid2,CL,116740,self_paced,1.154569943745931,0.3822748697150075,0.1050792137781779,0.0177182827434125,9.566113796181009,0.6576042631037974,0.2065226273988478,0.0704440666326359
BCWDD,TD_P,670488,curriculum,1.4494046767552693,0.138205192042821,0.4400978485743205,0.0781481128572473,75.99491277296845,3.696281475393594,5.353117011382852,0.3600323532963933
NewThyroid2,CL,26226,curriculum,1.26787265141805,0.0994408810060172,0.1737609306971232,0.0443607437486561,11.674453888512382,1.5547096951088382,0.703261406339417,0.1888994371013044
NewThyroid2,CL,26226,static,1.26787265141805,0.0994408810060172,0.1000541448593139,0.071520265701812,9.5368145585821,1.4221809210786025,0.3461120905341606,0.2469219528580505
BCWDD,TD_P,670488,static,1.2890791098276777,0.0809446683812623,0.3977610071500142,0.0337179170058205,82.17115934027878,8.713508017262056,6.664790554197467,1.4265175925782323
NewThyroid2,CL,26226,self_paced,0.9044214089711508,0.2232945770420978,0.0969147284825642,0.0710792208835506,9.185071572826477,2.270659139931347,0.3891584599155172,0.2925447929541632
BCWDD,TD_P,670488,self_paced,1.2075512011845906,0.2857943241361936,0.4351349671681722,0.026241641751807,50.71088324005376,6.037646441080256,6.398680332359249,1.9668564328293356
NewThyroid2,CLD,670488,curriculum,1.272075851758321,0.0891246811897027,0.1523224314053853,0.0407081226698581,11.492868567318077,0.2217142910351981,0.544282815894511,0.1055293341715056
NewThyroid2,CLD,670488,static,1.1908492247263591,0.1771345562324119,0.1960813204447428,0.0523454913079561,10.7868099350349,1.210443012042911,0.5266680270042593,0.052803021108947
BCWDD,TD_P,116740,curriculum,1.643919587135315,0.2013100565395525,0.450729747613271,0.0142615366509883,93.254231107873,8.005875651594243,6.865584957756113,1.5821909357747903
NewThyroid2,CLD,670488,self_paced,1.208962877591451,0.0001305428387877,0.1722773313522339,0.0723494659621397,11.094036798770432,0.7311005335021903,0.51620068156471,0.0798251522597057
BCWDD,TD_P,116740,static,1.643919587135315,0.2013100565395525,0.450729747613271,0.0142615366509883,89.72775663485203,10.08662315894531,6.206186777649635,1.7013856197283224
NewThyroid2,CLD,116740,curriculum,1.1014996965726216,0.2852275485880814,0.1610181927680969,0.0323281500944021,12.221203135730072,1.849977645578201,0.4792870175725955,0.1414888113943701
NewThyroid2,CLD,116740,static,0.9858186841011048,0.3746233038213314,0.1390928228696187,0.0323523311940667,10.438186489237877,1.7873905093333566,0.3741982411074011,0.1367955786194184
BCWDD,TD_P,116740,self_paced,1.159015655517578,0.3134446634039968,0.3873951037724812,0.0456337637549175,47.71825378559271,2.530965160322003,8.261422832532448,1.3818536499883465
NewThyroid2,CLD,116740,self_paced,1.1014996965726216,0.2852275485880814,0.1610181927680969,0.0323281500944021,12.51287833403024,2.103187342145453,0.52623320148041,0.1122545574466051
BCWDD,TD_P,26226,curriculum,1.569735010464986,0.0026844732711538,0.5013195872306824,0.0252384865578092,79.18556498807172,4.281770224593463,5.820238137423011,0.6301395727482759
NewThyroid2,CLD,26226,curriculum,1.171910325686137,0.036270341520919,0.1239100495974222,0.0384654714123176,10.442389262100962,1.1496375831586394,0.4324552904563871,0.1447238300589978
NewThyroid2,CLD,26226,static,1.1975573301315308,0.0,0.1747589906056722,0.0530434385291025,10.187719527360237,1.3196973367428009,0.4688049980052896,0.0698975090684759
BCWDD,TD_P,26226,static,1.5043797492980957,0.095110769985806,0.5048760970433553,0.0527060276784285,85.76427710149835,4.539485630018824,8.098627709138743,1.2101750974006364
NewThyroid2,CLD,26226,self_paced,1.00384122133255,0.2739559483136606,0.1476615071296692,0.0147218098911582,11.820696187320832,0.4628622515758668,0.650912728753999,0.0916927987089139
BCWDD,TD_P,26226,self_paced,1.2793599367141724,0.2078643479041437,0.5045149326324463,0.0975193793087774,41.77387356704076,3.420925139191829,7.428628795414521,1.708931345355196
NewThyroid2,MV,670488,curriculum,0.9175312519073486,0.2595487256816002,0.1645222902297973,0.0187825744514858,11.56347264800885,0.6191345317471396,0.6186587132100086,0.0487048743452684
NewThyroid2,MV,670488,static,1.272075851758321,0.0891246811897027,0.1906647086143493,0.055753537084151,10.705044577698098,0.4563467999451884,0.5425728462495577,0.0345110434796896
BCWDD,TD_U,670488,curriculum,1.520137071609497,0.2744095865501097,0.4581047296524048,0.0535098633893207,73.05185323396297,11.120914377640585,6.787068462684862,1.6900463330885476
NewThyroid2,MV,670488,self_paced,1.127736250559489,0.1148065818185511,0.1645222902297973,0.0187825744514858,11.472279426359938,0.5475920943174837,0.6021864375769529,0.0402888628045036
BCWDD,TD_U,670488,static,1.470690409342448,0.2382117892824786,0.4523649215698242,0.0610103946699606,67.31841319301851,2.91429364385295,6.014939585338915,0.3149248939763074
NewThyroid2,MV,116740,curriculum,1.154569943745931,0.3822748697150075,0.1050792137781779,0.0177182827434125,10.455184497980389,1.0228385743444266,0.1998524706657511,0.0733397939627686
NewThyroid2,MV,116740,static,1.1068170269330342,0.2924129458024369,0.1359229087829589,0.0340195070156416,10.072863756716652,1.7995764240310357,0.3395795397492147,0.1406659310092519
BCWDD,TD_U,670488,self_paced,1.1074638764063518,0.2757862496949356,0.4592333038647969,0.0570110514531211,36.73353456181447,7.948576421504493,8.254328722069802,1.9844445705072895
NewThyroid2,MV,116740,self_paced,1.1763569116592407,0.2305628174922994,0.1336870789527893,0.0354900909633864,12.219859480729818,1.0930412886567826,0.3228305682995662,0.1607906880003577
BCWDD,TD_U,116740,curriculum,1.327258030573527,0.2106494651028277,0.45338108142217,0.0683576500922299,88.17408596269802,2.872760183704871,8.151264225473613,1.1132501682895406
NewThyroid2,MV,26226,curriculum,1.26787265141805,0.0994408810060172,0.1070570349693298,0.105041069704917,9.011289835817722,0.8754305418432681,0.2255166596137874,0.1758212120082554
NewThyroid2,MV,26226,static,1.1384077072143557,0.2116478590621888,0.1528075734774271,0.0736479183036489,9.953706737386922,0.4304930761611357,0.3692862032814437,0.0716607130678948
BCWDD,TD_U,116740,static,1.6674423615137737,0.1692750724700281,0.7441189289093018,0.2398427269573429,72.64506072636262,6.012701759293201,6.365420133500958,1.3084245558193808
NewThyroid2,MV,26226,self_paced,1.1975573301315308,0.0,0.1769003470738729,0.0393479846895915,12.049853092573455,1.2575578990318257,0.7136309342119288,0.2866741134579812
NewThyroid2,CB,670488,curriculum,1.4341632922490437,0.2001453683805063,0.1776939431826273,0.0711704528459675,9.348424400771473,0.5250968521299085,0.4219019092500772,0.0913273674328925
BCWDD,TD_U,116740,self_paced,1.5251131455103557,0.146645701404289,0.4863316218058268,0.0569314657518754,77.68413131301064,6.156353617928818,8.889144992188712,1.6926928613571408
NewThyroid2,CB,670488,static,1.0523350636164348,0.2983758970760689,0.1722773313522339,0.0723494659621397,9.33466544064473,0.3239990352059925,0.4919262463117089,0.0773571983248421
BCWDD,TD_U,26226,curriculum,1.5652650594711304,0.0045029692949039,0.4748615821202596,0.0736197901455295,79.5179633945902,4.776506161005252,7.920142312047957,1.0232075212860656
NewThyroid2,CB,670488,self_paced,1.272075851758321,0.0891246811897027,0.1382702390352884,0.0305624806423955,11.52560370057158,0.906623671606034,0.5118127204826802,0.1078242710719341
NewThyroid2,CB,116740,curriculum,1.2849299907684326,0.2033065466061153,0.1247687538464864,0.0431999468104045,11.342988661889038,0.7519310948206671,0.2700468983590232,0.1392282984474361
BCWDD,TD_U,26226,static,1.4941174586613972,0.020949796637313,0.4843306342760722,0.035489156212091,69.32938256343941,9.523725182705077,6.84326864460153,2.1561137263812187
NewThyroid2,CB,116740,static,1.1557415127754211,0.3806435452555325,0.1050792137781779,0.0177182827434125,9.92329907464228,1.3471918509778908,0.2115370030413456,0.0735300722358787
BCWDD,TD_U,26226,self_paced,1.2955947319666543,0.0176392428429813,0.4644180138905843,0.0537664238673991,66.43928832590066,3.145335968342589,7.753293182776015,0.6117577113427559
NewThyroid2,CB,116740,self_paced,1.215390106042226,0.2979597099727093,0.090903361638387,0.0298838571604091,9.226955936072905,0.1268521483689375,0.2422928614398114,0.0784242599086238
NewThyroid2,CB,26226,curriculum,1.1975573301315308,0.0,0.1299361089865366,0.0852851585372435,10.459699043907165,1.790567091936383,0.5417431732437901,0.359516536064038
BCWDD,CL,670488,curriculum,1.3793344497680664,0.193053237641476,0.4300665855407715,0.0343653652492501,92.69678944261612,4.394056577352804,7.876348055103054,0.3659466185620322
NewThyroid2,CB,26226,static,1.26787265141805,0.0994408810060172,0.1190712998310725,0.0734041089716211,9.280794986334918,1.2360278361097925,0.2631654629865785,0.2012258306028183
BCWDD,CL,670488,static,1.3535075187683103,0.0288707809535724,0.4355597893397013,0.0871560002446115,75.84446680507612,15.359981501413053,5.559376867230185,1.7842837265391658
NewThyroid2,CB,26226,self_paced,1.26787265141805,0.0994408810060172,0.1019586324691772,0.0430997605705512,10.595391718421345,0.3665154559909731,0.3188517547739308,0.1203485844946999
NewThyroid2,N1,670488,curriculum,1.208962877591451,0.0001305428387877,0.1512410044670105,0.0,10.70177075774508,0.17865592365603,0.5838190359250799,0.0226811788335122
BCWDD,CL,670488,self_paced,0.9503662983576456,0.085894941099865,0.4513275623321533,0.0648033167621846,48.821044024693,11.153447160724935,6.688413594572769,1.0939677056542751
NewThyroid2,N1,670488,static,1.1908492247263591,0.1771345562324119,0.1699389020601908,0.0163580356796539,10.60513745783369,1.1665352699843343,0.6219797004802047,0.1413782150908681
BCWDD,CL,116740,curriculum,1.643919587135315,0.2013100565395525,0.4896494547526042,0.0873857010102205,90.11258631195729,12.017733736163777,7.373736321800616,1.9579061552549957
NewThyroid2,N1,670488,self_paced,1.208962877591451,0.0001305428387877,0.1574285229047139,0.0087504724920338,11.893810964001212,0.515040781159218,0.5888430403663435,0.0746234794259225
NewThyroid2,N1,116740,curriculum,1.1014996965726216,0.2852275485880814,0.1610181927680969,0.0323281500944021,11.97077932386631,1.828086223088292,0.518216730404143,0.1495922478090485
BCWDD,CL,116740,static,1.5373950401941936,0.1339725371723128,0.5183641115824381,0.0431752031754757,86.91759688410748,6.780341812663389,6.606304303261804,0.9255832802789282
NewThyroid2,N1,116740,static,1.0471684336662292,0.3586953969310462,0.1723861098289489,0.0480879423402963,10.974380014675605,1.9178539356404407,0.4580235689822811,0.1486737115651782
BCWDD,CL,116740,self_paced,1.1696931918462117,0.0487689471175954,0.4783075054486592,0.065261269074124,74.11416486343643,6.058801517206946,8.650465691032135,1.1357278351523443
NewThyroid2,N1,116740,self_paced,1.1557415127754211,0.3806435452555325,0.0940732757250468,0.0326773252917718,10.45172057095774,0.5027876862743625,0.208053246398319,0.0733571876259642
NewThyroid2,N1,26226,curriculum,1.26787265141805,0.0994408810060172,0.1126515964667002,0.053960035990457,10.087548489613292,1.4958980614500408,0.4791646898570301,0.3107461748569838
BCWDD,CL,26226,curriculum,1.4701889355977376,0.1151418745796796,0.452656348546346,0.0509715807809978,84.6226827473874,8.60176039866234,6.270303101195911,1.2928259581923356
NewThyroid2,N1,26226,static,1.26787265141805,0.0994408810060172,0.1906973918279012,0.0288948116408743,10.867588350974698,1.5397112045359662,0.607280595447563,0.3145498165700215
BCWDD,CL,26226,static,1.569735010464986,0.0026844732711538,0.5359403292338053,0.0868751166289627,90.47846800600972,7.089167360346875,7.918877075868845,1.27780685472585
NewThyroid2,N1,26226,self_paced,1.1975573301315308,0.0,0.1476615071296692,0.0147218098911582,11.396141896419266,1.0027892437838335,0.5336421503210543,0.0891842187861161
NewThyroid2,N2,670488,curriculum,1.208962877591451,0.0001305428387877,0.1906647086143493,0.055753537084151,12.188123651567013,0.4026496323548593,0.5766483467313049,0.0135730494941134
BCWDD,CL,26226,self_paced,1.3728922605514526,0.1489252288392843,0.4726907809575398,0.0433888341134594,77.16672662328705,9.815947549465106,7.577489493488549,1.0803843608000998
NewThyroid2,N2,670488,static,1.208962877591451,0.0001305428387877,0.132853627204895,0.0260036783005543,11.92537288702818,1.1805952895210596,0.5238624675934526,0.1244322233277051
BCWDD,CLD,670488,curriculum,1.3943638404210408,0.1775855820014112,0.430635670820872,0.0637173548191606,85.6694015815077,5.341622702019747,7.056582296524383,1.0419447233498276
NewThyroid2,N2,670488,self_paced,1.127736250559489,0.1148065818185511,0.1645222902297973,0.0187825744514858,12.147127842921725,0.4027198004758949,0.5944267496874759,0.0841825269521239
NewThyroid2,N2,116740,curriculum,1.1068170269330342,0.2924129458024369,0.1159986456235249,0.0551396770998281,11.65585044185496,1.2746424074095044,0.3338976335394079,0.1681499370274043
